I;II;III;IV;V;GS;suma;BP;z-s;Liczba;b³;as;eff%;liczba;b³1;poz%;perf%;liczba1;b³2;blok;Pkt;skut%;eff%1;pkt;wyblok;Nazwisko;Klub;Klucz;Data spotkania
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;13 Krystyna Strasz (L);I£ Capital Legionovia Legionowo;20.04.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;20.04.2021, 17:30
1;6;1;;;-;8;3;7;10;1;1;0%;0;0;-;-;8;0;0;6;75%;75%;1;1;15 Klaudia Alagierska ;I£ Capital Legionovia Legionowo;20.04.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;20.04.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;17 Oliwia Laszczyk ;I£ Capital Legionovia Legionowo;20.04.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;20.04.2021, 17:30
2;1;2;;;-;17;6;11;11;3;0;-18%;0;0;-;-;32;2;1;14;44%;34%;3;1;18 Katarzyna Zaroœliñska-Król ;I£ Capital Legionovia Legionowo;20.04.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;20.04.2021, 17:30
*;;;;;-;1;0;1;0;0;0;-;1;0;0%;0%;1;0;0;1;100%;100%;0;0;27 Ann Kalandadze ;I£ Capital Legionovia Legionowo;20.04.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;20.04.2021, 17:30
*;*;*;;;-;0;0;0;0;0;0;-;13;0;69%;46%;0;0;0;0;-;-;0;0;33 Magdalena Saad (L);I£ Capital Legionovia Legionowo;20.04.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;20.04.2021, 17:30
4;4;2;;;-;4;2;-7;8;1;1;0%;17;0;59%;29%;25;5;5;3;12%;-28%;0;1;1 Ana Bjelica ;I£ Capital Legionovia Legionowo;20.04.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;20.04.2021, 17:30
1;1;5;;;-;10;1;6;12;0;0;17%;14;0;79%;36%;20;2;2;8;40%;20%;2;1;2 Samara Rodrigues De Almeida ;I£ Capital Legionovia Legionowo;20.04.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;20.04.2021, 17:30
3;3;1;;;-;17;2;8;11;2;0;-18%;0;0;-;-;41;4;3;16;39%;22%;1;4;3 Bruna Honorio Marques ;I£ Capital Legionovia Legionowo;20.04.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;20.04.2021, 17:30
*;*;*;;;-;0;0;-2;0;0;0;-;25;2;48%;20%;0;0;0;0;-;-;0;0;5 Agata Witkowska (L);I£ Capital Legionovia Legionowo;20.04.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;20.04.2021, 17:30
;*;;;;-;0;0;0;2;0;0;0%;0;0;-;-;1;0;0;0;0%;0%;0;0;8 Izabela Ba³ucka ;I£ Capital Legionovia Legionowo;20.04.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;20.04.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;9 Andressa Picussa ;I£ Capital Legionovia Legionowo;20.04.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;20.04.2021, 17:30
5;5;3;;;-;5;2;2;7;1;0;-14%;0;0;-;-;12;0;2;3;25%;8%;2;1;11 Justyna £ukasik ;I£ Capital Legionovia Legionowo;20.04.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;20.04.2021, 17:30
;*;;;;-;2;0;1;1;0;0;0%;6;1;33%;17%;3;0;0;2;67%;67%;0;0;12 Julia Twardowska ;I£ Capital Legionovia Legionowo;20.04.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;20.04.2021, 17:30
*;*;*;;;-;0;0;0;0;0;0;-;5;0;100%;60%;0;0;0;0;-;-;0;0;13 Renata Bia³a ;I£ Capital Legionovia Legionowo;20.04.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;20.04.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;14 Paulina Zaborowska ;I£ Capital Legionovia Legionowo;20.04.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;20.04.2021, 17:30
2;2;6;;;-;3;2;2;12;1;1;8%;0;0;-;-;4;0;0;1;25%;25%;1;1;15 Kornelia Moskwa ;I£ Capital Legionovia Legionowo;20.04.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;20.04.2021, 17:30
6;6;4;;;-;2;1;2;8;0;0;0%;0;0;-;-;3;0;0;1;33%;33%;1;0;18 Katarzyna Skorupa ;I£ Capital Legionovia Legionowo;20.04.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;20.04.2021, 17:30
3;4;3;;;-;7;4;-2;11;1;0;-9%;15;0;40%;27%;30;2;6;7;23%;-3%;0;0;1 Ana Bjelica ;I£ Capital Legionovia Legionowo;24.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;24.04.2021, 14:45
6;1;6;;;-;7;2;2;8;1;0;-12%;10;0;80%;40%;23;3;1;7;30%;13%;0;0;2 Samara Rodrigues De Almeida ;I£ Capital Legionovia Legionowo;24.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;24.04.2021, 14:45
2;3;2;;;-;13;8;9;9;1;0;11%;2;0;0%;0%;33;2;1;12;36%;27%;1;0;3 Bruna Honorio Marques ;I£ Capital Legionovia Legionowo;24.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;24.04.2021, 14:45
*;*;*;;;-;0;0;-1;0;0;0;-;31;1;45%;26%;0;0;0;0;-;-;0;0;5 Agata Witkowska (L);I£ Capital Legionovia Legionowo;24.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;24.04.2021, 14:45
;*;;;;-;0;0;-1;1;1;0;-100%;0;0;-;-;0;0;0;0;-;-;0;0;8 Izabela Ba³ucka ;I£ Capital Legionovia Legionowo;24.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;24.04.2021, 14:45
*;;*;;;-;4;2;3;5;0;1;20%;0;0;-;-;6;1;0;2;33%;17%;1;0;9 Andressa Picussa ;I£ Capital Legionovia Legionowo;24.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;24.04.2021, 14:45
4;5;4;;;-;8;3;5;6;1;0;-17%;1;0;0%;0%;18;1;1;7;39%;28%;1;0;11 Justyna £ukasik ;I£ Capital Legionovia Legionowo;24.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;24.04.2021, 14:45
;*;*;;;-;3;0;1;4;1;0;-25%;7;0;14%;14%;5;0;1;2;40%;20%;1;0;12 Julia Twardowska ;I£ Capital Legionovia Legionowo;24.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;24.04.2021, 14:45
*;;;;;-;0;0;-1;0;0;0;-;2;1;0%;0%;0;0;0;0;-;-;0;0;13 Renata Bia³a ;I£ Capital Legionovia Legionowo;24.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;24.04.2021, 14:45
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;14 Paulina Zaborowska ;I£ Capital Legionovia Legionowo;24.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;24.04.2021, 14:45
1;2;1;;;-;2;1;0;10;1;0;10%;0;0;-;-;2;1;0;1;50%;0%;1;0;15 Kornelia Moskwa ;I£ Capital Legionovia Legionowo;24.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;24.04.2021, 14:45
5;6;5;;;-;4;1;4;11;0;0;9%;0;0;-;-;3;0;0;2;67%;67%;2;0;18 Katarzyna Skorupa ;I£ Capital Legionovia Legionowo;24.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;24.04.2021, 14:45
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;1 Katarina Osadchuk ;I£ Capital Legionovia Legionowo;24.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;24.04.2021, 14:45
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;4 Joanna Pacak ;I£ Capital Legionovia Legionowo;24.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;24.04.2021, 14:45
3;2;2;;;-;9;2;6;14;0;0;0%;12;0;58%;33%;21;1;2;9;43%;28%;0;0;6 Aleksandra Wójcik ;I£ Capital Legionovia Legionowo;24.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;24.04.2021, 14:45
6;5;5;;;-;12;10;8;9;0;1;22%;30;0;47%;20%;30;2;2;10;33%;20%;1;0;7 Katarina Lazoviæ ;I£ Capital Legionovia Legionowo;24.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;24.04.2021, 14:45
*;;*;;;-;1;1;1;5;0;1;20%;0;0;-;-;0;0;0;0;-;-;0;0;8 Aleksandra Szczepañska ;I£ Capital Legionovia Legionowo;24.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;24.04.2021, 14:45
4;3;3;;;-;7;3;6;18;0;0;6%;1;0;100%;0%;12;1;0;4;33%;25%;3;1;9 Nadja Ninkoviæ ;I£ Capital Legionovia Legionowo;24.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;24.04.2021, 14:45
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;10 Agata Wawrzyñczyk ;I£ Capital Legionovia Legionowo;24.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;24.04.2021, 14:45
5;4;4;;;-;3;2;3;11;0;0;9%;0;0;-;-;0;0;0;0;-;-;3;0;12 Britt Bongaerts ;I£ Capital Legionovia Legionowo;24.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;24.04.2021, 14:45
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;13 Krystyna Strasz (L);I£ Capital Legionovia Legionowo;24.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;24.04.2021, 14:45
1;6;6;;;-;4;3;2;6;0;0;0%;1;0;100%;0%;6;1;1;1;17%;-17%;3;0;15 Klaudia Alagierska ;I£ Capital Legionovia Legionowo;24.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;24.04.2021, 14:45
2;1;1;;;-;16;5;7;10;4;0;-20%;0;0;-;-;34;3;2;16;47%;32%;0;0;18 Katarzyna Zaroœliñska-Król ;I£ Capital Legionovia Legionowo;24.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;24.04.2021, 14:45
;;*;;;-;1;0;1;0;0;0;-;0;0;-;-;2;0;0;1;50%;50%;0;0;27 Ann Kalandadze ;I£ Capital Legionovia Legionowo;24.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;24.04.2021, 14:45
*;*;*;;;-;0;0;-1;0;0;0;-;14;1;79%;43%;0;0;0;0;-;-;0;0;33 Magdalena Saad (L);I£ Capital Legionovia Legionowo;24.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;24.04.2021, 14:45
*;*;*;*;;-;0;0;-2;0;0;0;-;14;2;64%;43%;0;0;0;0;-;-;0;0;1 Maria Stenzel (L);I£ Capital Legionovia Legionowo;29.03.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;29.03.2021, 20:30
5;6;5;1;;-;3;2;0;16;3;1;-12%;0;0;-;-;2;0;0;1;50%;50%;1;3;2 Julia Nowicka ;I£ Capital Legionovia Legionowo;29.03.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;29.03.2021, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;4 Oliwia Michalak ;I£ Capital Legionovia Legionowo;29.03.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;29.03.2021, 20:30
1;2;1;3;;-;3;1;2;19;1;0;-5%;0;0;-;-;7;0;0;2;29%;28%;1;3;5 Ma³gorzata Lisiak ;I£ Capital Legionovia Legionowo;29.03.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;29.03.2021, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;6 Anna Lewandowska ;I£ Capital Legionovia Legionowo;29.03.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;29.03.2021, 20:30
;*;;*;;-;1;1;0;3;0;0;0%;9;0;33%;11%;2;0;1;0;0%;-50%;1;0;8 Zuzanna Górecka ;I£ Capital Legionovia Legionowo;29.03.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;29.03.2021, 20:30
4;5;4;6;;-;13;7;11;14;1;3;14%;0;0;-;-;13;1;0;8;62%;54%;2;7;9 Weronika Centka ;I£ Capital Legionovia Legionowo;29.03.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;29.03.2021, 20:30
2;3;2;4;;-;23;8;13;12;5;0;-42%;0;0;-;-;49;3;2;22;45%;35%;1;2;12 Veronica Jones-Perry ;I£ Capital Legionovia Legionowo;29.03.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;29.03.2021, 20:30
3;4;3;5;;-;11;3;-2;17;2;0;-12%;36;5;47%;19%;33;1;5;11;33%;15%;0;0;14 Monika Fedusio ;I£ Capital Legionovia Legionowo;29.03.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;29.03.2021, 20:30
;*;*;;;-;2;2;2;4;0;2;50%;0;0;-;-;0;0;0;0;-;-;0;0;20 Justyna Kêdziora ;I£ Capital Legionovia Legionowo;29.03.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;29.03.2021, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;22 Oliwia Poreda ;I£ Capital Legionovia Legionowo;29.03.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;29.03.2021, 20:30
6;1;6;2;;-;16;4;6;15;4;0;-27%;28;2;54%;36%;32;3;1;15;47%;34%;1;3;24 Paulina Damaske ;I£ Capital Legionovia Legionowo;29.03.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;29.03.2021, 20:30
4;3;4;3;;-;17;7;13;24;2;4;8%;2;0;0%;0%;13;1;1;8;62%;46%;5;3;3 Karolina Dru¿kowska ;I£ Capital Legionovia Legionowo;29.03.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;29.03.2021, 20:30
6;5;6;5;;-;7;2;0;11;1;0;-9%;17;0;59%;29%;29;5;1;7;24%;3%;0;1;10 Andrea Kossanyiova ;I£ Capital Legionovia Legionowo;29.03.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;29.03.2021, 20:30
*;*;*;*;;-;0;0;0;5;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;11 Dagmara D¹browska ;I£ Capital Legionovia Legionowo;29.03.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;29.03.2021, 20:30
1;6;1;6;;-;9;6;8;5;1;0;-20%;0;0;-;-;11;0;0;7;64%;64%;2;4;13 Martyna Œwirad ;I£ Capital Legionovia Legionowo;29.03.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;29.03.2021, 20:30
*;*;*;*;;-;0;0;-4;0;0;0;-;28;4;39%;18%;0;0;0;0;-;-;0;0;16 Kinga Drabek (L);I£ Capital Legionovia Legionowo;29.03.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;29.03.2021, 20:30
5;4;5;4;;-;17;7;10;13;1;1;0%;0;0;-;-;40;3;3;14;35%;20%;2;2;18 Gabriela Orvosova ;I£ Capital Legionovia Legionowo;29.03.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;29.03.2021, 20:30
3;2;3;2;;-;22;7;12;21;5;3;-10%;37;2;35%;22%;34;1;2;19;56%;47%;0;0;22 Weronika Szlagowska ;I£ Capital Legionovia Legionowo;29.03.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;29.03.2021, 20:30
2;1;2;1;;-;2;1;-1;21;3;1;-10%;0;0;-;-;1;0;0;1;100%;100%;0;1;23 Natalia Gajewska ;I£ Capital Legionovia Legionowo;29.03.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;29.03.2021, 20:30
;*;;;;;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;1 Aleksandra Kaza³a ;I£ Capital Legionovia Legionowo;01.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;01.04.2021, 18:00
;;;;;;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;2 Aleksandra Szczyg³owska (L);I£ Capital Legionovia Legionowo;01.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;01.04.2021, 18:00
4;3;4;;;3;8;3;7;12;1;0;0%;0;0;-;-;7;0;0;5;71%;71%;3;2;3 Karolina Dru¿kowska ;I£ Capital Legionovia Legionowo;01.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;01.04.2021, 18:00
;;;;;;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;6 Katarzyna Wawrzyniak ;I£ Capital Legionovia Legionowo;01.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;01.04.2021, 18:00
;;*;;;;0;0;0;1;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;8 Magdalena Janiuk ;I£ Capital Legionovia Legionowo;01.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;01.04.2021, 18:00
6;5;6;;;5;8;1;2;7;0;0;0%;32;1;44%;22%;23;1;4;6;26%;4%;2;0;10 Andrea Kossanyiova ;I£ Capital Legionovia Legionowo;01.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;01.04.2021, 18:00
;;*;;;*;0;0;0;3;0;0;0%;2;0;0%;0%;1;0;0;0;0%;0%;0;0;11 Dagmara D¹browska ;I£ Capital Legionovia Legionowo;01.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;01.04.2021, 18:00
1;6;1;;;6;8;3;6;4;1;0;-25%;0;0;-;-;12;1;0;6;50%;42%;2;3;13 Martyna Œwirad ;I£ Capital Legionovia Legionowo;01.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;01.04.2021, 18:00
*;*;*;;;*;0;0;-2;0;0;0;-;15;2;60%;47%;0;0;0;0;-;-;0;0;16 Kinga Drabek (L);I£ Capital Legionovia Legionowo;01.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;01.04.2021, 18:00
5;4;5;;;4;16;8;9;13;1;2;8%;1;0;100%;0%;43;3;3;14;33%;19%;0;2;18 Gabriela Orvosova ;I£ Capital Legionovia Legionowo;01.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;01.04.2021, 18:00
3;2;3;;;2;14;4;0;13;6;2;-31%;28;4;39%;21%;27;1;3;12;44%;30%;0;0;22 Weronika Szlagowska ;I£ Capital Legionovia Legionowo;01.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;01.04.2021, 18:00
2;1;2;;;1;1;0;-2;19;3;0;-16%;0;0;-;-;0;0;0;0;-;-;1;1;23 Natalia Gajewska ;I£ Capital Legionovia Legionowo;01.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;01.04.2021, 18:00
*;*;*;;;*;0;0;-1;0;0;0;-;16;1;50%;25%;0;0;0;0;-;-;0;0;1 Maria Stenzel (L);I£ Capital Legionovia Legionowo;01.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;01.04.2021, 18:00
6;1;6;;;1;3;1;2;9;1;0;-11%;1;0;0%;0%;4;0;0;2;50%;50%;1;7;2 Julia Nowicka ;I£ Capital Legionovia Legionowo;01.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;01.04.2021, 18:00
;;;;;;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;4 Oliwia Michalak ;I£ Capital Legionovia Legionowo;01.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;01.04.2021, 18:00
2;3;2;;;3;6;4;2;12;3;1;-17%;0;0;-;-;5;0;1;3;60%;40%;2;3;5 Ma³gorzata Lisiak ;I£ Capital Legionovia Legionowo;01.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;01.04.2021, 18:00
;*;*;;;;0;0;0;2;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;6 Anna Lewandowska ;I£ Capital Legionovia Legionowo;01.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;01.04.2021, 18:00
1;2;1;;;2;17;7;13;17;1;1;12%;17;1;59%;6%;25;0;2;15;60%;52%;1;1;8 Zuzanna Górecka ;I£ Capital Legionovia Legionowo;01.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;01.04.2021, 18:00
5;6;5;;;6;9;5;7;7;2;0;-28%;0;0;-;-;5;0;0;4;80%;80%;5;3;9 Weronika Centka ;I£ Capital Legionovia Legionowo;01.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;01.04.2021, 18:00
3;4;3;;;4;18;8;8;20;3;2;-5%;0;0;-;-;36;3;4;16;44%;25%;0;3;12 Veronica Jones-Perry ;I£ Capital Legionovia Legionowo;01.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;01.04.2021, 18:00
4;5;4;;;5;17;9;13;21;0;3;19%;26;2;35%;4%;26;1;1;13;50%;42%;1;1;14 Monika Fedusio ;I£ Capital Legionovia Legionowo;01.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;01.04.2021, 18:00
;;;;;;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;20 Justyna Kêdziora ;I£ Capital Legionovia Legionowo;01.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;01.04.2021, 18:00
;;;;;;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;22 Oliwia Poreda ;I£ Capital Legionovia Legionowo;01.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;01.04.2021, 18:00
;;;;;;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;24 Paulina Damaske ;I£ Capital Legionovia Legionowo;01.04.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;01.04.2021, 18:00
6;*;*;;;-;2;1;2;8;0;1;12%;0;0;-;-;1;0;0;1;100%;100%;0;0;1 Ewelina Polak ;I£ Capital Legionovia Legionowo;27.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;27.03.2021, 18:30
5;6;5;;;-;9;6;7;7;0;1;14%;1;0;0%;0%;9;0;2;5;56%;33%;3;6;3 Monika Ptak ;I£ Capital Legionovia Legionowo;27.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;27.03.2021, 18:30
2;3;;;;-;3;0;3;13;0;0;0%;0;0;-;-;6;0;0;3;50%;50%;0;1;4 Karolina Bednarek ;I£ Capital Legionovia Legionowo;27.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;27.03.2021, 18:30
3;4;3;;;-;24;10;17;11;1;3;18%;2;0;50%;0%;34;2;4;20;59%;41%;1;3;5 Julia Szczurowska ;I£ Capital Legionovia Legionowo;27.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;27.03.2021, 18:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;6 Julia Papszun ;I£ Capital Legionovia Legionowo;27.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;27.03.2021, 18:30
1;2;1;;;-;8;4;1;6;0;0;0%;17;1;71%;53%;20;2;4;8;40%;10%;0;2;8 Zuzanna Szperlak ;I£ Capital Legionovia Legionowo;27.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;27.03.2021, 18:30
;;2;;;-;2;2;2;6;0;1;17%;0;0;-;-;3;0;0;1;33%;33%;0;0;10 Marta Budnik ;I£ Capital Legionovia Legionowo;27.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;27.03.2021, 18:30
*;*;*;;;-;3;1;3;0;0;0;-;0;0;-;-;5;0;0;3;60%;60%;0;1;11 Aleksandra Gromadowska ;I£ Capital Legionovia Legionowo;27.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;27.03.2021, 18:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;12 Monika Ga³kowska ;I£ Capital Legionovia Legionowo;27.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;27.03.2021, 18:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;13 Emilia Mucha ;I£ Capital Legionovia Legionowo;27.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;27.03.2021, 18:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Julia Mazur (L);I£ Capital Legionovia Legionowo;27.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;27.03.2021, 18:30
*;*;*;;;-;0;0;-1;0;0;0;-;20;1;95%;40%;0;0;0;0;-;-;0;0;18 Justyna £ysiak (L);I£ Capital Legionovia Legionowo;27.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;27.03.2021, 18:30
4;5;4;;;-;10;6;5;11;1;1;0%;13;1;69%;46%;22;1;2;8;36%;23%;1;0;20 Oliwia Ba³uk ;I£ Capital Legionovia Legionowo;27.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;27.03.2021, 18:30
*;1;6;;;-;4;4;3;14;0;2;21%;1;0;0%;0%;2;1;0;0;0%;-50%;2;0;22 Sylwia Kucharska ;I£ Capital Legionovia Legionowo;27.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;27.03.2021, 18:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;1 Maja Tokarska ;I£ Capital Legionovia Legionowo;27.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;27.03.2021, 18:30
