I;II;III;IV;V;GS;suma;BP;z-s;Liczba;b³;as;eff%;liczba;b³1;poz%;perf%;liczba1;b³2;blok;Pkt;skut%;eff%1;pkt;wyblok;Nazwisko;Klub;Klucz;Data spotkania
*;*;*;*;;-;0;0;-1;0;0;0;-;16;1;44%;25%;0;0;0;0;-;-;0;0;13 Adriana Adamek (L);I£ Capital Legionovia Legionowo;01.10.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;01.10.2021, 17:30
*;*;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;14 Weronika Wo³odko ;I£ Capital Legionovia Legionowo;01.10.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;01.10.2021, 17:30
2;2;3;2;;-;4;2;2;18;1;1;11%;0;0;-;-;3;1;0;1;33%;0%;2;0;17 Gabriela Makarowska ;I£ Capital Legionovia Legionowo;01.10.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;01.10.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;18 Oliwia Sieradzka ;I£ Capital Legionovia Legionowo;01.10.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;01.10.2021, 17:30
5;5;6;5;;-;11;5;5;19;1;1;0%;0;0;-;-;38;4;1;9;24%;11%;1;1;20 Anna B¹czyñska ;I£ Capital Legionovia Legionowo;01.10.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;01.10.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;2 Justyna Kêdziora ;I£ Capital Legionovia Legionowo;10.10.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;10.10.2021, 20:30
5;5;5;5;;-;7;3;3;10;0;2;30%;0;0;-;-;10;2;2;4;40%;0%;1;2;5 Ma³gorzata Lisiak ;I£ Capital Legionovia Legionowo;10.10.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;10.10.2021, 20:30
;*;*;*;;-;0;0;-1;3;0;0;0%;0;0;-;-;4;0;1;0;0%;-25%;0;0;6 Anna Lewandowska ;I£ Capital Legionovia Legionowo;10.10.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;10.10.2021, 20:30
3;3;3;3;;-;2;1;-2;8;3;0;-38%;0;0;-;-;3;1;0;1;33%;0%;1;2;7 Martyna £azowska ;I£ Capital Legionovia Legionowo;10.10.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;10.10.2021, 20:30
1;1;1;1;;-;12;2;6;12;2;0;-17%;33;0;45%;30%;29;2;2;12;41%;28%;0;3;8 Zuzanna Górecka ;I£ Capital Legionovia Legionowo;10.10.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;10.10.2021, 20:30
2;2;2;2;;-;9;3;5;11;4;0;-36%;0;0;-;-;8;0;0;6;75%;75%;3;3;9 Weronika Centka ;I£ Capital Legionovia Legionowo;10.10.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;10.10.2021, 20:30
;*;6;*;;-;6;2;0;7;1;0;0%;0;0;-;-;18;2;3;5;28%;0%;1;0;10 Ana Cleger ;I£ Capital Legionovia Legionowo;10.10.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;10.10.2021, 20:30
4;4;4;4;;-;16;4;6;17;1;1;6%;20;3;40%;10%;47;3;3;15;32%;19%;0;0;14 Monika Fedusio ;I£ Capital Legionovia Legionowo;10.10.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;10.10.2021, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Daria Skomorowska (L);I£ Capital Legionovia Legionowo;10.10.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;10.10.2021, 20:30
*;*;*;*;;-;0;0;-2;0;0;0;-;31;2;48%;32%;0;0;0;0;-;-;0;0;18 Justyna £ysiak (L);I£ Capital Legionovia Legionowo;10.10.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;10.10.2021, 20:30
;*;*;;;-;0;0;-1;1;0;0;0%;0;0;-;-;1;0;1;0;0%;-100%;0;0;23 Maja Pelczarska ;I£ Capital Legionovia Legionowo;10.10.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;10.10.2021, 20:30
*;*;;;;-;0;0;0;2;0;0;0%;1;0;0%;0%;2;0;0;0;0%;0%;0;0;24 Paulina Damaske ;I£ Capital Legionovia Legionowo;10.10.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;10.10.2021, 20:30
6;6;;6;;-;7;3;-1;6;0;0;0%;0;0;-;-;21;3;5;7;33%;-5%;0;0;91 Julia Szczurowska ;I£ Capital Legionovia Legionowo;10.10.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;10.10.2021, 20:30
*;*;*;*;;-;0;0;0;0;0;0;-;13;0;46%;38%;0;0;0;0;-;-;0;0;1 Maria Stenzel (L);I£ Capital Legionovia Legionowo;10.10.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;10.10.2021, 20:30
1;2;1;2;;-;3;1;-1;14;4;0;-21%;0;0;-;-;3;0;0;1;33%;33%;2;3;3 Naiane De Almeida Rios ;I£ Capital Legionovia Legionowo;10.10.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;10.10.2021, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;4 Marlena Kowalewska ;I£ Capital Legionovia Legionowo;10.10.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;10.10.2021, 20:30
3;4;3;4;;-;12;6;10;20;2;0;-10%;0;0;-;-;16;0;0;8;50%;50%;4;0;5 Agnieszka K¹kolewska ;I£ Capital Legionovia Legionowo;10.10.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;10.10.2021, 20:30
4;5;4;5;;-;13;6;8;14;1;1;0%;0;0;-;-;36;2;2;8;22%;11%;4;2;6 Jovana Brakocevic-Canzian ;I£ Capital Legionovia Legionowo;10.10.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;10.10.2021, 20:30
6;1;6;1;;-;11;4;10;4;0;0;0%;0;0;-;-;21;1;0;9;43%;38%;2;1;9 Iga Wasilewska ;I£ Capital Legionovia Legionowo;10.10.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;10.10.2021, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;10 Katarzyna Po³eæ ;I£ Capital Legionovia Legionowo;10.10.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;10.10.2021, 20:30
2;3;2;;;-;6;3;0;13;2;2;0%;15;1;33%;13%;14;1;2;4;29%;7%;0;2;11 Martyna £ukasik ;I£ Capital Legionovia Legionowo;10.10.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;10.10.2021, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;12 Aleksandra Lipska ;I£ Capital Legionovia Legionowo;10.10.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;10.10.2021, 20:30
*;;*;3;;-;5;2;3;14;0;2;28%;5;1;60%;40%;9;0;1;2;22%;11%;1;0;15 Martyna Czyrniañska ;I£ Capital Legionovia Legionowo;10.10.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;10.10.2021, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Aleksandra ¯urawska (L);I£ Capital Legionovia Legionowo;10.10.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;10.10.2021, 20:30
5;6;5;6;;-;14;5;10;10;0;0;0%;33;1;55%;24%;33;2;1;10;30%;21%;4;1;19 Bojana Milenkoviæ ;I£ Capital Legionovia Legionowo;10.10.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;10.10.2021, 20:30
*;*;*;*;;-;0;0;0;5;0;0;0%;0;0;-;-;1;0;0;0;0%;0%;0;0;21 Marta Pol ;I£ Capital Legionovia Legionowo;10.10.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;10.10.2021, 20:30
6;2;6;2;1;-;8;2;7;10;1;1;0%;0;0;-;-;12;0;0;4;33%;33%;3;1;1 Maja Tokarska ;I£ Capital Legionovia Legionowo;09.10.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;09.10.2021, 17:30
3;5;3;5;4;-;11;2;10;13;1;0;-8%;2;0;50%;50%;17;0;0;9;53%;53%;2;1;2 Lauren Barfield ;I£ Capital Legionovia Legionowo;09.10.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;09.10.2021, 17:30
2;4;2;4;3;-;14;4;2;13;1;0;8%;33;2;39%;9%;41;6;3;13;32%;10%;1;0;3 Olivia Ró¿añski ;I£ Capital Legionovia Legionowo;09.10.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;09.10.2021, 17:30
;;*;;;-;1;0;-1;1;0;0;0%;2;1;0%;0%;1;0;1;0;0%;-100%;1;0;6 Magdalena Damaske ;I£ Capital Legionovia Legionowo;09.10.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;09.10.2021, 17:30
;*;;*;*;-;1;1;-2;3;1;0;-33%;4;0;75%;0%;5;2;0;0;0%;-40%;1;0;7 Daria Szczyrba ;I£ Capital Legionovia Legionowo;09.10.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;09.10.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;8 Sonia Stefanik ;I£ Capital Legionovia Legionowo;09.10.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;09.10.2021, 17:30
5;1;5;1;6;-;13;5;11;13;1;0;-8%;7;0;29%;14%;30;1;0;13;43%;40%;0;0;10 Yaprak Erkek ;I£ Capital Legionovia Legionowo;09.10.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;09.10.2021, 17:30
*;*;*;*;*;-;0;0;0;0;0;0;-;39;0;44%;23%;0;0;0;0;-;-;0;0;11 Izabela Lemañczyk (L);I£ Capital Legionovia Legionowo;09.10.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;09.10.2021, 17:30
*;*;;;*;-;0;0;0;3;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;12 Diana D¹browska ;I£ Capital Legionovia Legionowo;09.10.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;09.10.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;13 Hanna Tylska ;I£ Capital Legionovia Legionowo;09.10.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;09.10.2021, 17:30
*;*;;;*;-;0;0;0;0;0;0;-;0;0;-;-;1;0;0;0;0%;0%;0;0;14 Maja Szymañska ;I£ Capital Legionovia Legionowo;09.10.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;09.10.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Klaudia Kulig (L);I£ Capital Legionovia Legionowo;09.10.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;09.10.2021, 17:30
4;6;4;6;5;-;17;7;6;13;3;0;-15%;0;0;-;-;36;4;4;12;33%;11%;5;1;17 Gyselle Silva Franco ;I£ Capital Legionovia Legionowo;09.10.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;09.10.2021, 17:30
;;;*;;-;0;0;0;1;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;18 Aleksandra Gryka ;I£ Capital Legionovia Legionowo;09.10.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;09.10.2021, 17:30
1;3;1;3;2;-;6;3;2;26;2;1;0%;1;1;0%;0%;9;0;1;4;44%;33%;1;2;21 Alicja Grabka ;I£ Capital Legionovia Legionowo;09.10.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;09.10.2021, 17:30
6;1;1;2;2;-;11;3;8;14;3;0;-14%;0;0;-;-;17;0;0;9;53%;53%;2;1;2 Marta Orzy³owska ;I£ Capital Legionovia Legionowo;09.10.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;09.10.2021, 17:30
5;6;6;1;1;-;10;5;0;20;1;1;5%;23;1;35%;9%;33;2;6;8;24%;0%;1;1;3 Kinga Stronias ;I£ Capital Legionovia Legionowo;09.10.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;09.10.2021, 17:30
2;3;3;4;4;-;17;10;6;20;2;1;10%;25;0;52%;32%;45;6;3;14;31%;11%;2;2;5 Regiane Bidias ;I£ Capital Legionovia Legionowo;09.10.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;09.10.2021, 17:30
3;4;4;5;5;-;12;2;8;14;1;1;0%;1;0;100%;0%;22;1;2;9;41%;27%;2;2;7 Vivian Pellegrino ;I£ Capital Legionovia Legionowo;09.10.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;09.10.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;9 Gabriela Borawska ;I£ Capital Legionovia Legionowo;09.10.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;09.10.2021, 17:30
*;*;;;;-;3;0;2;1;0;0;0%;1;0;100%;100%;6;0;1;3;50%;33%;0;0;10 Marta Pamu³a ;I£ Capital Legionovia Legionowo;09.10.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;09.10.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;11 Aleksandra Muszyñska ;I£ Capital Legionovia Legionowo;09.10.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;09.10.2021, 17:30
*;*;*;*;*;-;0;0;-1;0;0;0;-;36;1;56%;28%;0;0;0;0;-;-;0;0;13 Adriana Adamek (L);I£ Capital Legionovia Legionowo;09.10.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;09.10.2021, 17:30
1;*;;;;-;1;0;0;1;1;0;-100%;0;0;-;-;2;0;0;1;50%;50%;0;0;14 Weronika Wo³odko ;I£ Capital Legionovia Legionowo;09.10.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;09.10.2021, 17:30
*;2;2;3;3;-;4;1;3;16;1;0;0%;0;0;-;-;3;0;0;2;67%;67%;2;2;17 Gabriela Makarowska ;I£ Capital Legionovia Legionowo;09.10.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;09.10.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;18 Oliwia Sieradzka ;I£ Capital Legionovia Legionowo;09.10.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;09.10.2021, 17:30
4;5;5;6;6;-;11;6;7;12;1;1;0%;0;0;-;-;28;1;2;10;36%;25%;0;1;20 Anna B¹czyñska ;I£ Capital Legionovia Legionowo;09.10.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;09.10.2021, 17:30
;*;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;4 Aleksandra Szczepañska ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.10.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;5 Agata Witkowska (L);I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.10.2021, 17:30
4;4;*;;;-;2;0;-3;3;0;0;0%;6;1;17%;17%;13;1;3;2;15%;-15%;0;1;6 Aleksandra Wójcik ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.10.2021, 17:30
3;3;5;;;-;16;5;10;11;2;0;-18%;0;0;-;-;33;3;1;15;45%;33%;1;0;8 Katarzyna Zaroœliñska-Król ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.10.2021, 17:30
5;5;;;;-;2;0;2;4;0;0;0%;0;0;-;-;3;0;0;2;67%;67%;0;1;9 Freya Aelbrecht ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.10.2021, 17:30
2;2;4;;;-;9;5;6;14;1;0;0%;1;0;100%;100%;9;1;1;4;44%;22%;5;0;10 Zuzanna Efimienko-M³otkowska ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.10.2021, 17:30
6;6;2;;;-;3;1;3;12;0;0;0%;0;0;-;-;3;0;0;3;100%;100%;0;5;11 Kaisa Alanko ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.10.2021, 17:30
1;1;3;;;-;8;4;2;14;2;1;0%;28;1;50%;29%;22;2;1;6;27%;14%;1;2;12 Alexandra Laziæ ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.10.2021, 17:30
*;*;*;;;-;0;0;0;0;0;0;-;7;0;57%;14%;0;0;0;0;-;-;0;0;13 Renata Bia³a (L);I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.10.2021, 17:30
;*;1;;;-;5;2;3;10;2;1;-10%;0;0;-;-;9;0;0;4;44%;44%;0;2;15 Kornelia Moskwa ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.10.2021, 17:30
*;*;6;;;-;5;1;0;8;1;0;-12%;12;1;67%;8%;19;3;0;4;21%;5%;1;2;16 Srna Markoviæ ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.10.2021, 17:30
3;3;4;;;-;9;2;8;12;0;1;17%;0;0;-;-;10;0;1;6;60%;50%;2;2;1 Judyta Gawlak ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.10.2021, 17:30
;*;*;;;-;1;1;1;1;0;0;0%;0;0;-;-;5;0;0;0;0%;0%;1;0;2 Angelika Wystel ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.10.2021, 17:30
6;6;1;;;-;7;1;5;5;1;0;-20%;0;0;-;-;10;1;0;6;60%;50%;1;3;4 Paulina Brzoska ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.10.2021, 17:30
*;;*;;;-;1;1;0;4;1;1;0%;0;0;-;-;2;0;0;0;0%;0%;0;2;5 Agata Michalewicz ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.10.2021, 17:30
*;*;;;;-;0;0;0;4;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;6 Vangeliya Rachkovska ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.10.2021, 17:30
2;2;3;;;-;4;1;-3;9;2;0;-22%;25;2;44%;28%;16;1;2;3;19%;0%;1;2;7 Natalia Skrzypkowska ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.10.2021, 17:30
*;*;*;;;-;1;0;1;0;0;0;-;15;0;73%;40%;1;0;0;1;100%;100%;0;0;8 Agata Nowak (L);I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.10.2021, 17:30
4;4;5;;;-;4;1;-2;5;1;0;20%;0;0;-;-;22;3;2;4;18%;-5%;0;2;9 Joanna Sikorska ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.10.2021, 17:30
5;5;6;;;-;11;4;4;9;1;1;22%;16;0;63%;25%;36;6;0;10;28%;11%;0;0;12 Maria Luisa Oliveira ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.10.2021, 17:30
*;*;*;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;13 Monika Jag³a (L);I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.10.2021, 17:30
1;1;2;;;-;1;0;-2;9;2;0;-22%;0;0;-;-;3;0;1;0;0%;-33%;1;0;14 Paulina Zaborowska ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.10.2021, 17:30
*;*;*;;;-;2;1;-1;4;0;0;0%;12;0;33%;0%;11;1;2;2;18%;-9%;0;0;16 Julia Twardowska ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.10.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;2 Ewa Kwiatkowska ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;11.10.2021, 20:30
*;*;;;;-;2;0;1;2;0;0;0%;1;0;0%;0%;9;1;0;2;22%;11%;0;1;3 Karolina Dru¿kowska ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;11.10.2021, 20:30
1;2;1;1;;-;16;6;13;20;0;1;15%;15;1;40%;27%;32;1;1;14;44%;38%;1;0;8 Ewelina ¯urowska ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;11.10.2021, 20:30
;;*;*;;-;3;2;3;5;0;2;60%;0;0;-;-;0;0;0;0;-;-;1;0;9 Oriana Miechowicz ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;11.10.2021, 20:30
5;6;5;5;;-;12;7;10;14;2;1;-7%;0;0;-;-;13;0;0;8;62%;62%;3;3;11 Justyna £ukasik ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;11.10.2021, 20:30
3;4;3;3;;-;18;8;12;16;1;1;12%;0;0;-;-;30;1;4;17;57%;40%;0;1;12 Monika Ga³kowska ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;11.10.2021, 20:30
4;5;4;4;;-;9;7;3;14;1;2;7%;24;1;54%;17%;16;2;2;3;19%;-6%;4;1;13 Emilia Mucha ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;11.10.2021, 20:30
2;3;2;2;;-;7;3;4;12;1;0;-8%;1;1;0%;0%;10;0;1;5;50%;40%;2;3;14 Aleksandra Cygan ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;11.10.2021, 20:30
;*;*;;;-;0;0;-1;0;0;0;-;6;1;33%;17%;0;0;0;0;-;-;0;0;15 Kinga Wysokiñska (L);I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;11.10.2021, 20:30
*;*;*;*;;-;0;0;-1;0;0;0;-;19;1;53%;21%;0;0;0;0;-;-;0;0;16 Oliwia Ba³uk (L);I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;11.10.2021, 20:30
;*;;;;-;3;0;1;3;0;0;0%;6;1;50%;0%;9;1;0;3;33%;22%;0;0;18 Aleksandra Dudek ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;11.10.2021, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;22 Sylwia Kucharska ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;11.10.2021, 20:30
6;1;6;6;;-;3;3;2;5;1;0;0%;0;0;-;-;5;0;0;1;20%;20%;2;2;23 Natalia Gajewska ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;11.10.2021, 20:30
*;*;*;*;;-;1;1;1;0;0;0;-;0;0;-;-;0;0;0;0;-;-;1;0; Klara Kempfi ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;11.10.2021, 20:30
;;*;*;;-;2;1;-1;2;0;1;50%;4;0;75%;50%;4;1;2;1;25%;-50%;0;0;1 Marta Wellna ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;11.10.2021, 20:30
*;;*;4;;-;5;0;1;4;0;0;0%;0;0;-;-;14;2;2;5;36%;7%;0;0;3 Aleksandra Gromadowska ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;11.10.2021, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;5 Magdalena Hawry³a ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;11.10.2021, 20:30
5;4;3;;;-;7;5;-1;9;2;0;-22%;0;0;-;-;20;3;3;6;30%;0%;1;3;6 Aleksandra Rasiñska ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;11.10.2021, 20:30
6;5;4;5;;-;15;6;12;10;1;1;0%;15;1;33%;20%;33;0;1;12;36%;33%;2;1;7 Andrea Kossanyiova ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;11.10.2021, 20:30
4;3;2;3;;-;7;5;5;16;0;2;12%;0;0;-;-;5;0;2;1;20%;-20%;4;0;8 Izabela Ba³ucka ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;11.10.2021, 20:30
3;2;1;2;;-;18;7;11;16;1;1;6%;28;4;43%;11%;38;0;2;17;45%;39%;0;0;9 Natalia Murek ;I£ Capital Legionovia Legionowo;11.10.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;11.10.2021, 20:30
